O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
39-5093.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	18	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	18	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	3.A.3	On-the-Job Training	OJ	1	8.10	18	6.5720	1.3499	36.2128	N	06/2008	Incumbent
39-5093.00	3.A.3	On-the-Job Training	OJ	2	20.58	18	13.8325	4.1667	60.7090	N	06/2008	Incumbent
39-5093.00	3.A.3	On-the-Job Training	OJ	3	1.37	18	1.2210	0.2063	8.5449	N	06/2008	Incumbent
39-5093.00	3.A.3	On-the-Job Training	OJ	4	0.40	18	0.4389	0.0408	3.8872	N	06/2008	Incumbent
39-5093.00	3.A.3	On-the-Job Training	OJ	5	58.70	18	17.8921	23.0495	87.0873	N	06/2008	Incumbent
39-5093.00	3.A.3	On-the-Job Training	OJ	6	10.84	18	10.7937	1.1394	56.1920	N	06/2008	Incumbent
39-5093.00	3.A.3	On-the-Job Training	OJ	7	0.00	18	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	3.A.3	On-the-Job Training	OJ	8	0.00	18	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5093.00	3.A.3	On-the-Job Training	OJ	9	0.00	18	0.0000	n/a	n/a	N	06/2008	Incumbent
39-5094.00	2.D.1	Required Level of Education	RL	1	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	2.D.1	Required Level of Education	RL	2	39.15	17	8.0643	23.8884	56.8680	N	08/2025	Incumbent
39-5094.00	2.D.1	Required Level of Education	RL	3	30.24	17	17.8353	6.7332	72.2391	N	08/2025	Incumbent
39-5094.00	2.D.1	Required Level of Education	RL	4	8.76	17	7.7195	1.2226	42.6649	N	08/2025	Incumbent
39-5094.00	2.D.1	Required Level of Education	RL	5	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	2.D.1	Required Level of Education	RL	6	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	2.D.1	Required Level of Education	RL	7	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	2.D.1	Required Level of Education	RL	8	19.21	17	16.2250	2.5260	68.5651	Y	08/2025	Incumbent
39-5094.00	2.D.1	Required Level of Education	RL	9	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	2.D.1	Required Level of Education	RL	10	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	2.D.1	Required Level of Education	RL	11	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	2.D.1	Required Level of Education	RL	12	2.65	17	2.7963	0.2734	21.3021	N	08/2025	Incumbent
39-5094.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	4.32	17	0.1822	3.9339	4.7064	N	08/2025	Incumbent
39-5094.00	3.A.1	Related Work Experience	RW	1	12.78	17	12.5109	1.3399	61.2677	N	08/2025	Incumbent
39-5094.00	3.A.1	Related Work Experience	RW	2	19.58	17	16.2109	2.6727	68.3452	Y	08/2025	Incumbent
39-5094.00	3.A.1	Related Work Experience	RW	3	19.41	17	16.2129	2.6058	68.4310	Y	08/2025	Incumbent
39-5094.00	3.A.1	Related Work Experience	RW	4	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	3.A.1	Related Work Experience	RW	5	19.21	17	16.2250	2.5260	68.5651	Y	08/2025	Incumbent
39-5094.00	3.A.1	Related Work Experience	RW	6	19.21	17	16.2250	2.5260	68.5651	Y	08/2025	Incumbent
39-5094.00	3.A.1	Related Work Experience	RW	7	2.10	17	1.5670	0.4234	9.7465	N	08/2025	Incumbent
39-5094.00	3.A.1	Related Work Experience	RW	8	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	3.A.1	Related Work Experience	RW	9	7.71	17	7.7887	0.8149	45.9500	N	08/2025	Incumbent
39-5094.00	3.A.1	Related Work Experience	RW	10	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	3.A.1	Related Work Experience	RW	11	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	3.A.2	On-Site or In-Plant Training	PT	1	0.20	17	0.2168	0.0201	1.9614	N	08/2025	Incumbent
39-5094.00	3.A.2	On-Site or In-Plant Training	PT	2	19.64	17	15.4666	2.9715	66.1154	N	08/2025	Incumbent
39-5094.00	3.A.2	On-Site or In-Plant Training	PT	3	19.55	17	16.2025	2.6638	68.3346	Y	08/2025	Incumbent
39-5094.00	3.A.2	On-Site or In-Plant Training	PT	4	38.75	17	8.1541	23.3912	56.7172	N	08/2025	Incumbent
39-5094.00	3.A.2	On-Site or In-Plant Training	PT	5	19.21	17	16.2250	2.5260	68.5651	Y	08/2025	Incumbent
39-5094.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	3.A.2	On-Site or In-Plant Training	PT	8	2.65	17	2.7963	0.2734	21.3021	N	08/2025	Incumbent
39-5094.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	3.A.3	On-the-Job Training	OJ	1	13.14	17	12.6485	1.4247	61.3104	N	08/2025	Incumbent
39-5094.00	3.A.3	On-the-Job Training	OJ	2	1.08	17	1.1445	0.1142	9.5193	N	08/2025	Incumbent
39-5094.00	3.A.3	On-the-Job Training	OJ	3	20.10	17	16.1802	2.8881	68.0410	Y	08/2025	Incumbent
39-5094.00	3.A.3	On-the-Job Training	OJ	4	46.13	17	7.1256	31.7992	61.1284	N	08/2025	Incumbent
39-5094.00	3.A.3	On-the-Job Training	OJ	5	19.54	17	16.1871	2.6641	68.2955	Y	08/2025	Incumbent
39-5094.00	3.A.3	On-the-Job Training	OJ	6	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	3.A.3	On-the-Job Training	OJ	7	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	3.A.3	On-the-Job Training	OJ	8	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	3.A.3	On-the-Job Training	OJ	9	0.00	17	0.0000	n/a	n/a	N	08/2025	Incumbent
39-5094.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.53	17	0.6562	1.1401	3.9222	N	08/2025	Incumbent
39-6011.00	2.D.1	Required Level of Education	RL	1	41.75	19	11.0049	21.6895	64.9667	N	08/2018	Incumbent
39-6011.00	2.D.1	Required Level of Education	RL	2	41.28	19	8.0717	25.8819	58.5916	N	08/2018	Incumbent
39-6011.00	2.D.1	Required Level of Education	RL	3	7.51	19	5.6968	1.4282	31.2663	N	08/2018	Incumbent
39-6011.00	2.D.1	Required Level of Education	RL	4	9.47	19	7.4674	1.6485	39.4753	N	08/2018	Incumbent
39-6011.00	2.D.1	Required Level of Education	RL	5	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	2.D.1	Required Level of Education	RL	6	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	2.D.1	Required Level of Education	RL	7	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	2.D.1	Required Level of Education	RL	8	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	2.D.1	Required Level of Education	RL	9	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	2.D.1	Required Level of Education	RL	10	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	2.D.1	Required Level of Education	RL	11	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	2.D.1	Required Level of Education	RL	12	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.91	13	0.3525	1.1440	2.6802	N	08/2018	Incumbent
39-6011.00	3.A.1	Related Work Experience	RW	1	20.22	19	10.6671	5.9408	50.4158	N	08/2018	Incumbent
39-6011.00	3.A.1	Related Work Experience	RW	2	10.93	19	9.7551	1.4735	50.1794	N	08/2018	Incumbent
39-6011.00	3.A.1	Related Work Experience	RW	3	21.24	19	14.7798	4.0430	63.3129	N	08/2018	Incumbent
39-6011.00	3.A.1	Related Work Experience	RW	4	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	3.A.1	Related Work Experience	RW	5	28.21	19	7.2708	15.5990	45.5166	N	08/2018	Incumbent
39-6011.00	3.A.1	Related Work Experience	RW	6	12.72	19	11.0066	1.7843	53.9112	N	08/2018	Incumbent
39-6011.00	3.A.1	Related Work Experience	RW	7	6.04	19	5.4932	0.8356	32.9300	N	08/2018	Incumbent
39-6011.00	3.A.1	Related Work Experience	RW	8	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	3.A.1	Related Work Experience	RW	9	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	3.A.1	Related Work Experience	RW	10	0.64	19	0.6884	0.0650	5.9310	N	08/2018	Incumbent
39-6011.00	3.A.1	Related Work Experience	RW	11	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	3.A.2	On-Site or In-Plant Training	PT	1	6.69	19	5.5362	1.1017	31.5964	N	08/2018	Incumbent
39-6011.00	3.A.2	On-Site or In-Plant Training	PT	2	65.58	19	22.8337	18.5332	94.1012	Y	08/2018	Incumbent
39-6011.00	3.A.2	On-Site or In-Plant Training	PT	3	8.99	19	6.0464	2.0463	31.8185	N	08/2018	Incumbent
39-6011.00	3.A.2	On-Site or In-Plant Training	PT	4	6.66	19	6.3795	0.8183	38.1378	N	08/2018	Incumbent
39-6011.00	3.A.2	On-Site or In-Plant Training	PT	5	12.09	19	10.9865	1.5421	54.6861	N	08/2018	Incumbent
39-6011.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	3.A.3	On-the-Job Training	OJ	1	6.04	19	5.4932	0.8356	32.9300	N	08/2018	Incumbent
39-6011.00	3.A.3	On-the-Job Training	OJ	2	56.76	19	23.9837	14.4186	91.0939	Y	08/2018	Incumbent
39-6011.00	3.A.3	On-the-Job Training	OJ	3	24.50	19	14.2264	6.0556	62.0180	N	08/2018	Incumbent
39-6011.00	3.A.3	On-the-Job Training	OJ	4	12.70	19	8.2192	2.9738	40.8474	N	08/2018	Incumbent
39-6011.00	3.A.3	On-the-Job Training	OJ	5	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	3.A.3	On-the-Job Training	OJ	6	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	3.A.3	On-the-Job Training	OJ	7	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	3.A.3	On-the-Job Training	OJ	8	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	3.A.3	On-the-Job Training	OJ	9	0.00	19	0.0000	n/a	n/a	N	08/2018	Incumbent
39-6011.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.65	13	0.1187	1.3878	1.9049	N	08/2018	Incumbent
39-6012.00	2.D.1	Required Level of Education	RL	1	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	2.D.1	Required Level of Education	RL	2	45.45	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	2.D.1	Required Level of Education	RL	3	9.09	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	2.D.1	Required Level of Education	RL	4	27.27	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	2.D.1	Required Level of Education	RL	5	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	2.D.1	Required Level of Education	RL	6	9.09	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	2.D.1	Required Level of Education	RL	7	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	2.D.1	Required Level of Education	RL	8	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	2.D.1	Required Level of Education	RL	9	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	2.D.1	Required Level of Education	RL	10	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	2.D.1	Required Level of Education	RL	11	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	2.D.1	Required Level of Education	RL	12	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	1.95	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.1	Related Work Experience	RW	1	18.18	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.1	Related Work Experience	RW	2	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.1	Related Work Experience	RW	3	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.1	Related Work Experience	RW	4	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.1	Related Work Experience	RW	5	31.82	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.1	Related Work Experience	RW	6	22.73	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.1	Related Work Experience	RW	7	9.09	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.1	Related Work Experience	RW	8	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.1	Related Work Experience	RW	9	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.1	Related Work Experience	RW	10	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.1	Related Work Experience	RW	11	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.2	On-Site or In-Plant Training	PT	1	9.09	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.2	On-Site or In-Plant Training	PT	2	45.45	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.2	On-Site or In-Plant Training	PT	3	22.73	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.2	On-Site or In-Plant Training	PT	4	13.64	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.2	On-Site or In-Plant Training	PT	5	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.2	On-Site or In-Plant Training	PT	6	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.3	On-the-Job Training	OJ	1	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.3	On-the-Job Training	OJ	2	45.45	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.3	On-the-Job Training	OJ	3	31.82	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.3	On-the-Job Training	OJ	4	9.09	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.3	On-the-Job Training	OJ	5	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.3	On-the-Job Training	OJ	6	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.3	On-the-Job Training	OJ	7	4.55	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.3	On-the-Job Training	OJ	8	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.3	On-the-Job Training	OJ	9	0.00	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-6012.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.73	22	n/a	n/a	n/a	n/a	08/2025	Occupational Expert
39-7011.00	2.D.1	Required Level of Education	RL	1	4.08	27	3.3804	0.7138	20.0785	N	08/2020	Incumbent
39-7011.00	2.D.1	Required Level of Education	RL	2	21.82	27	8.9282	8.6902	45.0071	N	08/2020	Incumbent
39-7011.00	2.D.1	Required Level of Education	RL	3	7.74	27	5.3334	1.7775	28.0264	N	08/2020	Incumbent
39-7011.00	2.D.1	Required Level of Education	RL	4	1.52	27	1.5725	0.1769	11.8152	N	08/2020	Incumbent
39-7011.00	2.D.1	Required Level of Education	RL	5	30.96	27	11.9445	12.4450	58.5779	N	08/2020	Incumbent
39-7011.00	2.D.1	Required Level of Education	RL	6	30.03	27	11.1725	12.5769	56.1457	N	08/2020	Incumbent
39-7011.00	2.D.1	Required Level of Education	RL	7	1.71	27	1.7892	0.1963	13.3983	N	08/2020	Incumbent
39-7011.00	2.D.1	Required Level of Education	RL	8	2.14	27	1.9096	0.3358	12.4604	N	08/2020	Incumbent
39-7011.00	2.D.1	Required Level of Education	RL	9	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	2.D.1	Required Level of Education	RL	10	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	2.D.1	Required Level of Education	RL	11	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	2.D.1	Required Level of Education	RL	12	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.10	26	0.4184	1.2429	2.9663	N	08/2020	Incumbent
39-7011.00	3.A.1	Related Work Experience	RW	1	22.06	27	8.6900	9.1037	44.4417	N	08/2020	Incumbent
39-7011.00	3.A.1	Related Work Experience	RW	2	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	3.A.1	Related Work Experience	RW	3	4.77	27	3.6109	0.9706	20.4163	N	08/2020	Incumbent
39-7011.00	3.A.1	Related Work Experience	RW	4	8.32	27	5.4582	2.0436	28.3162	N	08/2020	Incumbent
39-7011.00	3.A.1	Related Work Experience	RW	5	4.03	27	2.6008	1.0406	14.3354	N	08/2020	Incumbent
39-7011.00	3.A.1	Related Work Experience	RW	6	39.01	27	14.7686	15.1535	69.6178	N	08/2020	Incumbent
39-7011.00	3.A.1	Related Work Experience	RW	7	14.06	27	11.1161	2.4085	52.0181	N	08/2020	Incumbent
39-7011.00	3.A.1	Related Work Experience	RW	8	7.74	27	5.3334	1.7775	28.0264	N	08/2020	Incumbent
39-7011.00	3.A.1	Related Work Experience	RW	9	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	3.A.1	Related Work Experience	RW	10	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	3.A.1	Related Work Experience	RW	11	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	3.A.2	On-Site or In-Plant Training	PT	1	10.08	27	8.7231	1.5247	44.7738	N	08/2020	Incumbent
39-7011.00	3.A.2	On-Site or In-Plant Training	PT	2	28.93	27	10.0940	12.9203	52.7551	N	08/2020	Incumbent
39-7011.00	3.A.2	On-Site or In-Plant Training	PT	3	14.59	27	10.2631	3.0470	48.1459	N	08/2020	Incumbent
39-7011.00	3.A.2	On-Site or In-Plant Training	PT	4	14.35	27	7.4934	4.5679	36.9752	N	08/2020	Incumbent
39-7011.00	3.A.2	On-Site or In-Plant Training	PT	5	15.14	27	6.9951	5.5029	35.3297	N	08/2020	Incumbent
39-7011.00	3.A.2	On-Site or In-Plant Training	PT	6	16.92	27	10.2949	4.3228	47.8532	N	08/2020	Incumbent
39-7011.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	3.A.3	On-the-Job Training	OJ	1	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	3.A.3	On-the-Job Training	OJ	2	22.04	27	8.7104	9.0647	44.4872	N	08/2020	Incumbent
39-7011.00	3.A.3	On-the-Job Training	OJ	3	27.82	27	9.8846	12.2907	51.4606	N	08/2020	Incumbent
39-7011.00	3.A.3	On-the-Job Training	OJ	4	7.76	27	5.3370	1.7863	28.0314	N	08/2020	Incumbent
39-7011.00	3.A.3	On-the-Job Training	OJ	5	27.18	27	8.1044	13.8553	46.4083	N	08/2020	Incumbent
39-7011.00	3.A.3	On-the-Job Training	OJ	6	15.20	27	10.2867	3.3603	48.0360	N	08/2020	Incumbent
39-7011.00	3.A.3	On-the-Job Training	OJ	7	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	3.A.3	On-the-Job Training	OJ	8	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	3.A.3	On-the-Job Training	OJ	9	0.00	27	0.0000	n/a	n/a	N	08/2020	Incumbent
39-7011.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	2.54	26	0.3791	1.7545	3.3162	N	08/2020	Incumbent
39-7012.00	2.D.1	Required Level of Education	RL	1	17.65	18	9.6968	4.9872	46.6885	N	08/2022	Incumbent
39-7012.00	2.D.1	Required Level of Education	RL	2	45.84	18	17.4379	16.1297	78.8375	N	08/2022	Incumbent
39-7012.00	2.D.1	Required Level of Education	RL	3	8.77	18	9.0986	0.8654	51.4281	N	08/2022	Incumbent
39-7012.00	2.D.1	Required Level of Education	RL	4	21.25	18	10.2613	6.8909	49.5951	N	08/2022	Incumbent
39-7012.00	2.D.1	Required Level of Education	RL	5	0.78	18	0.8861	0.0715	8.0314	N	08/2022	Incumbent
39-7012.00	2.D.1	Required Level of Education	RL	6	5.70	18	4.0844	1.2006	23.1004	N	08/2022	Incumbent
39-7012.00	2.D.1	Required Level of Education	RL	7	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	2.D.1	Required Level of Education	RL	8	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	2.D.1	Required Level of Education	RL	9	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	2.D.1	Required Level of Education	RL	10	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	2.D.1	Required Level of Education	RL	11	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	2.D.1	Required Level of Education	RL	12	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	2.D.4.a	Job-Related Professional Certification	IM	n/a	2.02	15	0.2438	1.4924	2.5380	N	08/2022	Incumbent
39-7012.00	3.A.1	Related Work Experience	RW	1	42.44	18	16.7439	14.7926	75.7922	N	08/2022	Incumbent
39-7012.00	3.A.1	Related Work Experience	RW	2	8.77	18	9.0986	0.8654	51.4281	N	08/2022	Incumbent
39-7012.00	3.A.1	Related Work Experience	RW	3	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	3.A.1	Related Work Experience	RW	4	0.86	18	0.9049	0.0935	7.4977	N	08/2022	Incumbent
39-7012.00	3.A.1	Related Work Experience	RW	5	9.96	18	7.7362	1.7587	40.5780	N	08/2022	Incumbent
39-7012.00	3.A.1	Related Work Experience	RW	6	26.79	18	16.2810	5.9734	67.8336	N	08/2022	Incumbent
39-7012.00	3.A.1	Related Work Experience	RW	7	2.41	18	2.0388	0.3934	13.3416	N	08/2022	Incumbent
39-7012.00	3.A.1	Related Work Experience	RW	8	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	3.A.1	Related Work Experience	RW	9	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	3.A.1	Related Work Experience	RW	10	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	3.A.1	Related Work Experience	RW	11	8.77	18	9.0986	0.8654	51.4281	N	08/2022	Incumbent
39-7012.00	3.A.2	On-Site or In-Plant Training	PT	1	22.63	18	12.4444	6.1276	56.7142	N	08/2022	Incumbent
39-7012.00	3.A.2	On-Site or In-Plant Training	PT	2	14.48	18	9.0615	3.4892	44.2229	N	08/2022	Incumbent
39-7012.00	3.A.2	On-Site or In-Plant Training	PT	3	43.26	18	15.6253	16.6003	74.4953	N	08/2022	Incumbent
39-7012.00	3.A.2	On-Site or In-Plant Training	PT	4	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	3.A.2	On-Site or In-Plant Training	PT	5	9.57	18	8.1435	1.4323	43.5222	N	08/2022	Incumbent
39-7012.00	3.A.2	On-Site or In-Plant Training	PT	6	10.06	18	7.6294	1.8541	39.8520	N	08/2022	Incumbent
39-7012.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	3.A.3	On-the-Job Training	OJ	1	17.54	18	11.7822	3.6746	54.2609	N	08/2022	Incumbent
39-7012.00	3.A.3	On-the-Job Training	OJ	2	23.73	18	10.3240	8.5425	50.8997	N	08/2022	Incumbent
39-7012.00	3.A.3	On-the-Job Training	OJ	3	48.35	18	15.0940	20.7292	77.0139	N	08/2022	Incumbent
39-7012.00	3.A.3	On-the-Job Training	OJ	4	0.81	18	0.9170	0.0731	8.3333	N	08/2022	Incumbent
39-7012.00	3.A.3	On-the-Job Training	OJ	5	9.57	18	8.1435	1.4323	43.5222	N	08/2022	Incumbent
39-7012.00	3.A.3	On-the-Job Training	OJ	6	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	3.A.3	On-the-Job Training	OJ	7	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	3.A.3	On-the-Job Training	OJ	8	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	3.A.3	On-the-Job Training	OJ	9	0.00	18	0.0000	n/a	n/a	N	08/2022	Incumbent
39-7012.00	3.A.4.a	Job-related Apprenticeship	IM	n/a	1.63	15	0.2917	1.0059	2.2570	N	08/2022	Incumbent
